Time,PET_Indoor,PET_Target,SP_Target
2021-04-27 02:00:00+08:00,22.87,23.023,25
2021-04-27 02:10:00+08:00,22.874,22.857,25
2021-04-27 02:20:00+08:00,22.869,22.853,25
2021-04-27 02:30:00+08:00,22.87,22.851,25
2021-04-27 02:40:00+08:00,22.87,23.012,25
2021-04-27 02:50:00+08:00,22.865,22.847,25
2021-04-27 03:00:00+08:00,22.865,23.011,25
2021-04-27 03:10:00+08:00,22.864,23.027,25
2021-04-27 03:20:00+08:00,22.863,22.863,25
2021-04-27 03:30:00+08:00,22.863,23.027,25
2021-04-27 03:40:00+08:00,22.863,22.863,25
2021-04-27 03:50:00+08:00,22.865,22.866,25
2021-04-27 04:00:00+08:00,22.864,23.028,25
2021-04-27 04:10:00+08:00,22.868,22.867,25
2021-04-27 04:20:00+08:00,22.863,23.027,25
2021-04-27 04:30:00+08:00,22.863,22.863,25
2021-04-27 04:40:00+08:00,22.87178233,23.029,25
2021-04-27 04:50:00+08:00,22.92681417,23.017,25
2021-04-27 05:00:00+08:00,22.905,23.022,25
2021-04-27 05:10:00+08:00,22.916,22.852,25
2021-04-27 05:20:00+08:00,22.902,23.016,25
2021-04-27 05:30:00+08:00,22.906,23.013,25
2021-04-27 05:40:00+08:00,22.902,22.848,25
2021-04-27 05:50:00+08:00,22.907,23.011,25
2021-04-27 06:00:00+08:00,22.905,22.847,25
2021-04-27 06:10:00+08:00,22.908,22.854,25
2021-04-27 06:20:00+08:00,22.908,22.854,25
2021-04-27 06:30:00+08:00,22.917,22.863,25
2021-04-27 06:40:00+08:00,22.912,23.022,25
2021-04-27 06:50:00+08:00,22.99471883,22.899,25
2021-04-27 07:00:00+08:00,22.987,23.042,23.1
2021-04-27 07:10:00+08:00,23.004,23.059,23.1
2021-04-27 07:20:00+08:00,22.996,23.049,23.1
2021-04-27 07:30:00+08:00,23.4248835,23.069,22.8
2021-04-27 07:40:00+08:00,23.81111633,22.951,22.5
2021-04-27 07:50:00+08:00,23.11967367,22.878,22.5
2021-04-27 08:00:00+08:00,23.66497617,23.059,22.8
2021-04-27 08:10:00+08:00,22.45,23.048,22.8
2021-04-27 08:20:00+08:00,23.07510717,23.053,22.8
2021-04-27 08:30:00+08:00,22.62726017,23.049,22.8
2021-04-27 08:40:00+08:00,22.90648633,23.05,22.8
2021-04-27 08:50:00+08:00,22.77213467,22.886,22.5
2021-04-27 09:00:00+08:00,22.73005767,22.886,22.5
2021-04-27 09:10:00+08:00,22.86794967,22.95,22.8
2021-04-27 09:20:00+08:00,22.93035367,22.921,22.8
2021-04-27 09:30:00+08:00,22.607869,22.963,23.1
2021-04-27 09:40:00+08:00,22.51837917,22.992,23.1
2021-04-27 09:50:00+08:00,22.53089417,22.846,22.8
2021-04-27 10:00:00+08:00,22.59916267,22.877,22.8
2021-04-27 10:10:00+08:00,22.599899,22.866,22.8
2021-04-27 10:20:00+08:00,22.79613333,23.104,23.1
2021-04-27 10:30:00+08:00,22.83548817,22.913,22.8
2021-04-27 10:40:00+08:00,22.73082517,22.869,22.8
2021-04-27 10:50:00+08:00,22.43931867,22.861,22.8
2021-04-27 11:00:00+08:00,22.58613983,23.052,23.1
2021-04-27 11:10:00+08:00,22.77343017,22.873,22.8
2021-04-27 11:20:00+08:00,22.3141835,23.044,23.1
2021-04-27 11:30:00+08:00,23.15079317,23.039,23.1
2021-04-27 11:40:00+08:00,22.81478467,23.042,23.1
2021-04-27 11:50:00+08:00,22.6513785,23.042,23.1
2021-04-27 12:00:00+08:00,23.00582617,23.042,23.1
2021-04-27 12:10:00+08:00,22.88341417,22.888,22.8
2021-04-27 12:20:00+08:00,22.56069317,22.958,23.1
2021-04-27 12:30:00+08:00,22.78129283,23.096,23.1
2021-04-27 12:40:00+08:00,22.81309317,22.859,22.8
2021-04-27 12:50:00+08:00,22.54814867,23.077,23.4
2021-04-27 13:00:00+08:00,22.59139833,22.991,23.1
2021-04-27 13:10:00+08:00,22.54336717,22.948,23.1
2021-04-27 13:20:00+08:00,22.503438,23.109,23.4
2021-04-27 13:30:00+08:00,22.439537,22.927,23.1
2021-04-27 13:40:00+08:00,22.51910917,22.975,23.1
2021-04-27 13:50:00+08:00,22.779172,23.087,23.4
2021-04-27 14:00:00+08:00,23.1028545,22.98,23.1
2021-04-27 14:10:00+08:00,23.16911233,22.969,23.1
2021-04-27 14:20:00+08:00,22.98643333,23.156,23.4
2021-04-27 14:30:00+08:00,22.68238167,22.999,23.1
2021-04-27 14:40:00+08:00,22.7018285,22.848,22.8
2021-04-27 14:50:00+08:00,22.32688983,22.852,22.8
2021-04-27 15:00:00+08:00,22.43909117,22.853,22.8
2021-04-27 15:10:00+08:00,22.79964517,23.078,23.1
2021-04-27 15:20:00+08:00,22.33727483,22.981,23.4
2021-04-27 15:30:00+08:00,22.98363667,23.027,22.8
2021-04-27 15:40:00+08:00,22.86816317,23.138,23.4
2021-04-27 15:50:00+08:00,22.47692683,23.048,23.4
2021-04-27 16:00:00+08:00,22.8983405,22.965,22.8
2021-04-27 16:10:00+08:00,22.88169667,22.848,22.8
2021-04-27 16:20:00+08:00,22.4543055,23.034,23.4
2021-04-27 16:30:00+08:00,23.03475267,22.869,22.5
2021-04-27 16:40:00+08:00,22.6700965,23.066,23.4
2021-04-27 16:50:00+08:00,22.587349,22.959,23.1
2021-04-27 17:00:00+08:00,23.08355017,22.992,23.1
2021-04-27 17:10:00+08:00,22.61024517,23.144,23.4
2021-04-27 17:20:00+08:00,22.56021967,22.996,23.1
2021-04-27 17:30:00+08:00,23.05606267,23.158,23.4
2021-04-27 17:40:00+08:00,22.691861,22.837,22.8
2021-04-27 17:50:00+08:00,22.5584765,22.837,22.8
2021-04-27 18:00:00+08:00,23.07683683,23.002,23.1
2021-04-27 18:10:00+08:00,22.607262,23.021,23.4
2021-04-27 18:20:00+08:00,22.6044915,23.154,23.4
2021-04-27 18:30:00+08:00,23.05680517,23.142,23.1
2021-04-27 18:40:00+08:00,22.55933533,22.85,23.1
2021-04-27 18:50:00+08:00,22.7319105,22.893,22.8
2021-04-27 19:00:00+08:00,23.03807333,22.95,22.8
2021-04-27 19:10:00+08:00,22.41789033,23.128,23.7
2021-04-27 19:20:00+08:00,22.98473833,22.853,22.5
2021-04-27 19:30:00+08:00,23.15313167,23.085,23.1
2021-04-27 19:40:00+08:00,23.30778867,22.971,22.8
2021-04-27 19:50:00+08:00,23.346617,23.104,23.1
2021-04-27 20:00:00+08:00,23.435566,22.95,22.8
2021-04-27 20:10:00+08:00,23.12169617,23.113,23.1
2021-04-27 20:20:00+08:00,22.990107,22.955,22.8
2021-04-27 20:30:00+08:00,22.9228245,22.957,22.8
2021-04-27 20:40:00+08:00,22.9407025,23.124,23.1
2021-04-27 20:50:00+08:00,22.94009083,23.124,23.1
2021-04-27 21:00:00+08:00,24.25878267,23.125,23.1
2021-04-27 21:10:00+08:00,24.68456483,23.069,22.5
2021-04-27 21:20:00+08:00,24.631242,22.844,22.2
2021-04-27 21:30:00+08:00,24.442817,22.956,22.5
2021-04-27 21:40:00+08:00,24.09861033,22.87,22.5
2021-04-27 21:50:00+08:00,23.93887567,22.874,22.5
2021-04-27 22:00:00+08:00,23.738769,22.985,25
2021-04-27 22:10:00+08:00,23.5760615,22.963,25
2021-04-27 22:20:00+08:00,23.42805967,23.1,25
2021-04-27 22:30:00+08:00,23.314452,22.92,25
2021-04-27 22:40:00+08:00,23.194884,22.898,25
2021-04-27 22:50:00+08:00,23.13682383,22.924,25
2021-04-27 23:00:00+08:00,23.0715,22.92,25
2021-04-27 23:10:00+08:00,23.04149933,22.926,25
2021-04-27 23:20:00+08:00,22.972,22.929,25
2021-04-27 23:30:00+08:00,22.91715267,23.096,25
2021-04-27 23:40:00+08:00,22.91617633,23.099,25
2021-04-27 23:50:00+08:00,22.831,22.936,25
2021-04-28 00:00:00+08:00,22.864,22.936,25
2021-04-28 00:10:00+08:00,22.77790967,22.981,25
2021-04-28 00:20:00+08:00,22.793,22.846,25
2021-04-28 00:30:00+08:00,22.784,22.838,25
2021-04-28 00:40:00+08:00,22.789,22.842,25
2021-04-28 00:50:00+08:00,22.76463983,23.158,25
2021-04-28 01:00:00+08:00,22.703,22.975,25
2021-04-28 01:10:00+08:00,22.724,23.159,25
2021-04-28 01:20:00+08:00,22.714,23.149,25
2021-04-28 01:30:00+08:00,22.721,22.995,25
2021-04-28 01:40:00+08:00,22.715,23.154,25
2021-04-28 01:50:00+08:00,22.719,23.158,25
2021-04-28 02:00:00+08:00,22.715,22.995,25
2021-04-28 02:10:00+08:00,22.715,23.159,25
2021-04-28 02:20:00+08:00,22.713,22.997,25
2021-04-28 02:30:00+08:00,22.716,22.999,25
2021-04-28 02:40:00+08:00,22.744155,22.836,25
2021-04-28 02:50:00+08:00,22.793,23,25
2021-04-28 03:00:00+08:00,22.777,22.836,25
2021-04-28 03:10:00+08:00,22.77761917,22.836,25
2021-04-28 03:20:00+08:00,22.783,23.001,25
2021-04-28 03:30:00+08:00,22.776264,22.997,25
2021-04-28 03:40:00+08:00,22.78073083,22.837,25
2021-04-28 03:50:00+08:00,22.778,22.996,25
2021-04-28 04:00:00+08:00,22.782,22.836,25
2021-04-28 04:10:00+08:00,22.778,23.159,25
2021-04-28 04:20:00+08:00,22.779,22.997,25
2021-04-28 04:30:00+08:00,22.779,23.159,25
2021-04-28 04:40:00+08:00,22.779,23.16,25
2021-04-28 04:50:00+08:00,22.783,23.16,25
2021-04-28 05:00:00+08:00,22.777,22.997,25
2021-04-28 05:10:00+08:00,22.784,22.997,25
2021-04-28 05:20:00+08:00,22.778,23.16,25
2021-04-28 05:30:00+08:00,22.778,23.16,25
2021-04-28 05:40:00+08:00,22.777,23.16,25
2021-04-28 05:50:00+08:00,22.779,22.998,25
2021-04-28 06:00:00+08:00,22.782,22.999,25
2021-04-28 06:10:00+08:00,22.779,23.16,25
2021-04-28 06:20:00+08:00,22.78,23,25
2021-04-28 06:30:00+08:00,22.78,22.998,25
2021-04-28 06:40:00+08:00,22.78,23.161,25
2021-04-28 06:50:00+08:00,22.778,22.996,25
2021-04-28 07:00:00+08:00,22.778,22.996,23.1
2021-04-28 07:10:00+08:00,22.766,22.984,23.1
2021-04-28 07:20:00+08:00,22.762,22.98,23.1
2021-04-28 07:30:00+08:00,22.81644867,23.005,23.1
2021-04-28 07:40:00+08:00,23.0704255,22.93,22.8
2021-04-28 07:50:00+08:00,23.28690083,23.085,23.1
2021-04-28 08:00:00+08:00,22.133374,22.895,22.8
2021-04-28 08:10:00+08:00,22.99517967,22.915,22.8
2021-04-28 08:20:00+08:00,22.37689383,23.074,23.1
2021-04-28 08:30:00+08:00,23.172971,23.083,23.1
2021-04-28 08:40:00+08:00,22.385684,23.083,23.1
2021-04-28 08:50:00+08:00,22.71263967,22.923,22.8
2021-04-28 09:00:00+08:00,22.98110183,23.086,23.1
2021-04-28 09:10:00+08:00,22.407401,23.11,23.7
2021-04-28 09:20:00+08:00,22.85244833,22.956,22.8
2021-04-28 09:30:00+08:00,22.90703033,22.84,22.8
2021-04-28 09:40:00+08:00,22.43485567,23,23.4
2021-04-28 09:50:00+08:00,22.87836317,23.114,23.1
2021-04-28 10:00:00+08:00,22.83483167,22.976,23.1
2021-04-28 10:10:00+08:00,22.39374383,23.002,23.4
2021-04-28 10:20:00+08:00,22.96740167,23.157,23.1
2021-04-28 10:30:00+08:00,22.52309367,22.997,23.4
2021-04-28 10:40:00+08:00,22.32193717,22.889,23.1
2021-04-28 10:50:00+08:00,22.63612533,23.076,23.4
2021-04-28 11:00:00+08:00,22.6093505,22.916,23.1
2021-04-28 11:10:00+08:00,22.30684333,23.085,23.4
2021-04-28 11:20:00+08:00,22.83952883,23.09,23.4
2021-04-28 11:30:00+08:00,22.97065217,23.095,23.4
2021-04-28 11:40:00+08:00,22.584942,22.937,23.1
2021-04-28 11:50:00+08:00,22.66029317,22.938,23.1
2021-04-28 12:00:00+08:00,22.625723,22.938,23.1
2021-04-28 12:10:00+08:00,22.4583225,23.076,23.4
2021-04-28 12:20:00+08:00,22.37543733,23.085,23.4
2021-04-28 12:30:00+08:00,22.45368017,22.964,23.1
2021-04-28 12:40:00+08:00,22.96938933,22.973,22.8
2021-04-28 12:50:00+08:00,22.95781967,23.016,23.1
2021-04-28 13:00:00+08:00,22.60825533,23.069,23.4
2021-04-28 13:10:00+08:00,22.59264433,22.979,23.1
2021-04-28 13:20:00+08:00,23.07191333,23.152,23.1
2021-04-28 13:30:00+08:00,22.48310483,23.137,23.7
2021-04-28 13:40:00+08:00,22.71861517,23.062,23.1
2021-04-28 13:50:00+08:00,23.02349517,23.041,23.1
2021-04-28 14:00:00+08:00,22.348323,22.841,22.8
2021-04-28 14:10:00+08:00,22.92184767,23.027,23.1
2021-04-28 14:20:00+08:00,22.91653683,22.853,22.8
2021-04-28 14:30:00+08:00,22.3726265,22.861,22.8
2021-04-28 14:40:00+08:00,22.9916275,22.858,22.8
2021-04-28 14:50:00+08:00,22.739208,23.026,23.1
2021-04-28 15:00:00+08:00,22.43084617,23.023,23.1
2021-04-28 15:10:00+08:00,23.05218533,22.858,22.5
2021-04-28 15:20:00+08:00,22.72459967,22.901,23.1
2021-04-28 15:30:00+08:00,22.4475215,22.895,23.1
2021-04-28 15:40:00+08:00,22.99651267,23.153,23.1
2021-04-28 15:50:00+08:00,22.840711,23.119,23.4
2021-04-28 16:00:00+08:00,22.35402517,22.99,23.4
2021-04-28 16:10:00+08:00,23.02126383,22.866,22.5
2021-04-28 16:20:00+08:00,22.77176883,23.081,23.4
2021-04-28 16:30:00+08:00,22.40627483,22.868,23.1
2021-04-28 16:40:00+08:00,23.04797683,22.86,22.5
2021-04-28 16:50:00+08:00,22.61541133,22.846,22.8
2021-04-28 17:00:00+08:00,22.54036,23.069,23.1
2021-04-28 17:10:00+08:00,23.07137817,22.873,22.8
2021-04-28 17:20:00+08:00,22.57279633,22.89,22.8
2021-04-28 17:30:00+08:00,22.46814917,23.044,23.1
2021-04-28 17:40:00+08:00,23.00235417,23.05,23.1
2021-04-28 17:50:00+08:00,22.942669,23.048,23.1
2021-04-28 18:00:00+08:00,22.471471,22.885,22.8
2021-04-28 18:10:00+08:00,22.69502133,23.037,23.1
2021-04-28 18:20:00+08:00,22.92073317,22.89,22.8
2021-04-28 18:30:00+08:00,22.9312895,22.853,22.8
2021-04-28 18:40:00+08:00,22.27809367,22.932,23.4
2021-04-28 18:50:00+08:00,22.94338033,22.851,22.5
2021-04-28 19:00:00+08:00,22.92231733,23.149,23.4
2021-04-28 19:10:00+08:00,22.46073533,23.007,23.4
2021-04-28 19:20:00+08:00,22.66633083,22.863,22.8
2021-04-28 19:30:00+08:00,22.93120783,23.063,23.1
2021-04-28 19:40:00+08:00,22.89810017,23.159,23.4
2021-04-28 19:50:00+08:00,22.3602325,22.917,23.1
2021-04-28 20:00:00+08:00,22.849912,22.843,22.8
2021-04-28 20:10:00+08:00,22.93997533,22.955,23.1
2021-04-28 20:20:00+08:00,22.63254733,23.145,23.4
2021-04-28 20:30:00+08:00,22.54734717,23.13,23.4
2021-04-28 20:40:00+08:00,23.01580383,23.139,23.4
2021-04-28 20:50:00+08:00,22.77971233,23.134,23.4
2021-04-28 21:00:00+08:00,23.77888017,22.974,23.1
2021-04-28 21:10:00+08:00,23.96526133,23.055,22.8
2021-04-28 21:20:00+08:00,23.89456,23.023,22.8
2021-04-28 21:30:00+08:00,23.677644,23.118,23.1
2021-04-28 21:40:00+08:00,23.47220467,23.088,23.1
2021-04-28 21:50:00+08:00,23.27684767,23.053,23.1
2021-04-28 22:00:00+08:00,23.113545,23.027,25
2021-04-28 22:10:00+08:00,23.0022195,23.017,25
2021-04-28 22:20:00+08:00,22.8839065,22.991,25
2021-04-28 22:30:00+08:00,22.80581983,23.148,25
2021-04-28 22:40:00+08:00,22.732132,23.133,25
2021-04-28 22:50:00+08:00,22.608677,22.975,25
2021-04-28 23:00:00+08:00,22.53583167,22.98,25
2021-04-28 23:10:00+08:00,22.501,22.975,25
2021-04-28 23:20:00+08:00,22.43598,22.975,25
2021-04-28 23:30:00+08:00,22.443,22.974,25
2021-04-28 23:40:00+08:00,22.36308433,23.137,25
2021-04-28 23:50:00+08:00,22.378,23.135,25
2021-04-29 00:00:00+08:00,22.367,23.135,25
2021-04-29 00:10:00+08:00,22.36967083,23.079,25
2021-04-29 00:20:00+08:00,22.295498,23.049,25
2021-04-29 00:30:00+08:00,22.31,23.071,25
2021-04-29 00:40:00+08:00,22.024,22.9,25
2021-04-29 00:50:00+08:00,22.024,23.066,25
2021-04-29 01:00:00+08:00,21.983,23.063,25
2021-04-29 01:10:00+08:00,21.983,22.902,25
2021-04-29 01:20:00+08:00,21.983,22.901,25
2021-04-29 01:30:00+08:00,21.983,23.064,25
2021-04-29 01:40:00+08:00,22.48,23.064,25
2021-04-29 01:50:00+08:00,22.204,22.901,25
2021-04-29 02:00:00+08:00,22.358,23.064,25
2021-04-29 02:10:00+08:00,22.276,23.064,25
2021-04-29 02:20:00+08:00,22.321,23.063,25
2021-04-29 02:30:00+08:00,22.342811,23.063,25
2021-04-29 02:40:00+08:00,22.051,23.061,25
2021-04-29 02:50:00+08:00,22.549,23.061,25
2021-04-29 03:00:00+08:00,22.092,23.061,25
2021-04-29 03:10:00+08:00,22.092,23.079,25
2021-04-29 03:20:00+08:00,22.051,23.076,25
2021-04-29 03:30:00+08:00,22.051,23.077,25
2021-04-29 03:40:00+08:00,22.092,23.08,25
2021-04-29 03:50:00+08:00,22.092,23.079,25
2021-04-29 04:00:00+08:00,21.636,22.894,25
2021-04-29 04:10:00+08:00,21.513,23.063,25
2021-04-29 04:20:00+08:00,21.513,22.896,25
2021-04-29 04:30:00+08:00,21.348,23.053,25
2021-04-29 04:40:00+08:00,21.3086095,23.059,25
2021-04-29 04:50:00+08:00,21.29005317,22.892,25
2021-04-29 05:00:00+08:00,21.292,22.9,25
2021-04-29 05:10:00+08:00,21.292,23.063,25
2021-04-29 05:20:00+08:00,21.251,22.905,25
2021-04-29 05:30:00+08:00,21.292,23.07,25
2021-04-29 05:40:00+08:00,21.292,22.91,25
2021-04-29 05:50:00+08:00,21.251,22.911,25
2021-04-29 06:00:00+08:00,21.251,22.911,25
2021-04-29 06:10:00+08:00,21.21,22.898,25
2021-04-29 06:20:00+08:00,21.251,23.064,25
2021-04-29 06:30:00+08:00,21.21,23.06,25
2021-04-29 06:40:00+08:00,21.21,23.063,25
2021-04-29 06:50:00+08:00,21.21,22.9,25
2021-04-29 07:00:00+08:00,21.21,22.9,23.1
2021-04-29 07:10:00+08:00,21.21,23.061,23.4
2021-04-29 07:20:00+08:00,21.169,23.06,23.4
2021-04-29 07:30:00+08:00,21.169,22.898,23.1
2021-04-29 07:40:00+08:00,21.20041117,23.155,23.4
2021-04-29 07:50:00+08:00,21.29656633,22.981,23.1
2021-04-29 08:00:00+08:00,21.18287883,23.119,23.4
2021-04-29 08:10:00+08:00,21.21560533,23.138,23.4
2021-04-29 08:20:00+08:00,21.19757667,23.134,23.4
2021-04-29 08:30:00+08:00,21.174,23.143,23.4
2021-04-29 08:40:00+08:00,21.0779535,22.981,23.1
2021-04-29 08:50:00+08:00,20.84827317,22.985,23.1
2021-04-29 09:00:00+08:00,21.0045675,23.148,23.4
2021-04-29 09:10:00+08:00,20.88824167,23.162,24
2021-04-29 09:20:00+08:00,20.85575983,23.156,23.4
2021-04-29 09:30:00+08:00,21.03357333,22.991,23.1
2021-04-29 09:40:00+08:00,21.017135,22.954,23.4
2021-04-29 09:50:00+08:00,20.964393,23.053,23.4
2021-04-29 10:00:00+08:00,21.20050383,22.903,22.8
2021-04-29 10:10:00+08:00,21.1937935,23.1,23.7
2021-04-29 10:20:00+08:00,21.231982,22.88,23.1
2021-04-29 10:30:00+08:00,21.39260733,22.913,22.8
2021-04-29 10:40:00+08:00,21.34827517,23.096,23.7
2021-04-29 10:50:00+08:00,21.28739267,22.869,23.1
2021-04-29 11:00:00+08:00,21.34471167,23.039,23.4
2021-04-29 11:10:00+08:00,21.420238,23.044,23.4
2021-04-29 11:20:00+08:00,21.39367733,22.887,23.1
2021-04-29 11:30:00+08:00,21.55679883,22.892,23.1
2021-04-29 11:40:00+08:00,21.68034967,23.059,23.4
2021-04-29 11:50:00+08:00,21.74518683,23.061,23.4
2021-04-29 12:00:00+08:00,22.16263767,22.9,23.1
2021-04-29 12:10:00+08:00,22.55709867,23.145,23.1
2021-04-29 12:20:00+08:00,22.92289467,22.97,23.1
2021-04-29 12:30:00+08:00,22.62695183,23.071,23.4
2021-04-29 12:40:00+08:00,22.19610583,22.995,23.4
2021-04-29 12:50:00+08:00,22.7673585,23.145,23.1
2021-04-29 13:00:00+08:00,22.97379033,23.122,23.4
2021-04-29 13:10:00+08:00,22.23775483,23.106,23.7
2021-04-29 13:20:00+08:00,22.56515133,23.104,23.1
2021-04-29 13:30:00+08:00,22.89952817,23.153,23.4
2021-04-29 13:40:00+08:00,22.727342,23.107,23.4
2021-04-29 13:50:00+08:00,22.1971035,22.947,23.4
2021-04-29 14:00:00+08:00,22.760936,23.135,23.4
2021-04-29 14:10:00+08:00,22.9605295,23.038,23.4
2021-04-29 14:20:00+08:00,22.19790633,23.097,23.4
2021-04-29 14:30:00+08:00,22.467027,22.908,23.1
2021-04-29 14:40:00+08:00,22.83088617,22.928,23.1
2021-04-29 14:50:00+08:00,22.868711,22.921,23.1
2021-04-29 15:00:00+08:00,22.1696535,22.927,23.1
2021-04-29 15:10:00+08:00,22.6733375,23.011,22.8
2021-04-29 15:20:00+08:00,23.01932483,22.995,23.1
2021-04-29 15:30:00+08:00,23.20443,22.95,22.8
2021-04-29 15:40:00+08:00,23.3,23.049,23.1
2021-04-29 15:50:00+08:00,23.175166,23.027,23.1
2021-04-29 16:00:00+08:00,22.37196033,22.942,23.4
2021-04-29 16:10:00+08:00,22.78741733,22.85,22.5
2021-04-29 16:20:00+08:00,23.0756525,22.992,23.1
2021-04-29 16:30:00+08:00,23.25302417,22.947,22.8
2021-04-29 16:40:00+08:00,23.3,22.872,22.8
2021-04-29 16:50:00+08:00,22.7767865,23.07,23.1
2021-04-29 17:00:00+08:00,22.46026767,23.052,23.1
2021-04-29 17:10:00+08:00,22.88900733,23.063,23.1
2021-04-29 17:20:00+08:00,23.11264833,22.893,22.8
2021-04-29 17:30:00+08:00,23.24126617,22.897,22.8
2021-04-29 17:40:00+08:00,23.3,22.895,22.8
2021-04-29 17:50:00+08:00,23.3,23.06,23.1
2021-04-29 18:00:00+08:00,23.3,23.059,23.1
2021-04-29 18:10:00+08:00,23.3,23.034,23.1
2021-04-29 18:20:00+08:00,23.071975,23.14,23.4
2021-04-29 18:30:00+08:00,22.01415833,22.989,23.7
2021-04-29 18:40:00+08:00,22.1676135,22.89,22.8
2021-04-29 18:50:00+08:00,22.66373267,23.001,23.1
2021-04-29 19:00:00+08:00,22.10807333,23.078,23.7
2021-04-29 19:10:00+08:00,22.28602017,23.026,23.1
2021-04-29 19:20:00+08:00,22.778772,23.01,23.1
2021-04-29 19:30:00+08:00,23.0108545,22.858,22.8
2021-04-29 19:40:00+08:00,23.1,23.011,23.1
2021-04-29 19:50:00+08:00,23.1,23.006,23.1
2021-04-29 20:00:00+08:00,23.1,23.012,23.1
2021-04-29 20:10:00+08:00,23.14625883,22.848,22.8
2021-04-29 20:20:00+08:00,23.2,22.852,22.8
2021-04-29 20:30:00+08:00,23.2,23.018,23.1
2021-04-29 20:40:00+08:00,23.2,23.021,23.1
2021-04-29 20:50:00+08:00,23.2,22.858,22.8
2021-04-29 21:00:00+08:00,24.49614317,22.858,22.8
2021-04-29 21:10:00+08:00,25.4301385,23.012,22.5
2021-04-29 21:20:00+08:00,25.424266,22.948,22.5
2021-04-29 21:30:00+08:00,25.09240967,23.019,22.8
2021-04-29 21:40:00+08:00,24.64300317,22.952,22.8
2021-04-29 21:50:00+08:00,24.32308367,23.105,23.1
2021-04-29 22:00:00+08:00,24.0197405,22.889,25
2021-04-29 22:10:00+08:00,23.764747,22.874,25
2021-04-29 22:20:00+08:00,23.521017,22.996,25
2021-04-29 22:30:00+08:00,23.342139,22.837,25
2021-04-29 22:40:00+08:00,23.201012,22.981,25
2021-04-29 22:50:00+08:00,23.07383367,23.148,25
2021-04-29 23:00:00+08:00,22.93717883,23.003,25
2021-04-29 23:10:00+08:00,22.823903,22.997,25
2021-04-29 23:20:00+08:00,22.71886767,23.005,25
2021-04-29 23:30:00+08:00,22.62551417,22.841,25
2021-04-29 23:40:00+08:00,22.50771767,22.843,25
2021-04-29 23:50:00+08:00,22.4,23.007,25
2021-04-30 00:00:00+08:00,22.31728117,23.008,25
2021-04-30 00:10:00+08:00,22.3,22.875,25
2021-04-30 00:20:00+08:00,22.3,23.043,25
2021-04-30 00:30:00+08:00,22.3,22.875,25
2021-04-30 00:40:00+08:00,22.26875,23.026,25
2021-04-30 00:50:00+08:00,22.20335367,22.854,25
2021-04-30 01:00:00+08:00,22.2,22.864,25
2021-04-30 01:10:00+08:00,22.190576,22.855,25
2021-04-30 01:20:00+08:00,22.10332917,22.992,25
2021-04-30 01:30:00+08:00,22.1,23.018,25
2021-04-30 01:40:00+08:00,22.1,23.007,25
2021-04-30 01:50:00+08:00,22.1,22.855,25
2021-04-30 02:00:00+08:00,22.1,23.021,25
2021-04-30 02:10:00+08:00,22.02761433,22.865,25
2021-04-30 02:20:00+08:00,22,22.87,25
2021-04-30 02:30:00+08:00,22.00332283,23.039,25
2021-04-30 02:40:00+08:00,22.05276067,22.881,25
2021-04-30 02:50:00+08:00,22.1,22.884,25
2021-04-30 03:00:00+08:00,22.1,23.048,25
2021-04-30 03:10:00+08:00,22.1,22.839,25
2021-04-30 03:20:00+08:00,22.06569833,22.994,25
2021-04-30 03:30:00+08:00,22.01010167,22.983,25
2021-04-30 03:40:00+08:00,22,23.154,25
2021-04-30 03:50:00+08:00,22,22.989,25
2021-04-30 04:00:00+08:00,22,22.989,25
2021-04-30 04:10:00+08:00,22,23.153,25
2021-04-30 04:20:00+08:00,22,23.154,25
2021-04-30 04:30:00+08:00,22,23.147,25
2021-04-30 04:40:00+08:00,22,22.99,25
2021-04-30 04:50:00+08:00,22,23.153,25
2021-04-30 05:00:00+08:00,22,23.158,25
2021-04-30 05:10:00+08:00,22,22.999,25
2021-04-30 05:20:00+08:00,22.01018133,22.842,25
2021-04-30 05:30:00+08:00,22.0032885,23.008,25
2021-04-30 05:40:00+08:00,22,23.013,25
2021-04-30 05:50:00+08:00,22,23.018,25
2021-04-30 06:00:00+08:00,22,22.86,25
2021-04-30 06:10:00+08:00,22,22.996,25
2021-04-30 06:20:00+08:00,22,23.16,25
2021-04-30 06:30:00+08:00,22,22.838,25
2021-04-30 06:40:00+08:00,22,22.844,25
2021-04-30 06:50:00+08:00,22.00666883,23.012,25
2021-04-30 07:00:00+08:00,22.08762067,22.881,23.1
2021-04-30 07:10:00+08:00,22.1,22.864,23.1
2021-04-30 07:20:00+08:00,22.10166933,22.884,23.1
2021-04-30 07:30:00+08:00,22.58152483,23.044,23.1
2021-04-30 07:40:00+08:00,23.22528433,22.95,22.8
2021-04-30 07:50:00+08:00,23.59767267,22.883,22.8
2021-04-30 08:00:00+08:00,23.84839567,22.903,22.8
2021-04-30 08:10:00+08:00,23.97591333,22.903,22.8
2021-04-30 08:20:00+08:00,24.06757183,22.914,22.8
2021-04-30 08:30:00+08:00,24.1392175,23.083,23.1
2021-04-30 08:40:00+08:00,24.27589783,22.926,22.8
2021-04-30 08:50:00+08:00,24.36578433,23.096,23.1
2021-04-30 09:00:00+08:00,24.4,23.1,23.1
2021-04-30 09:10:00+08:00,23.71715467,23,23.1
2021-04-30 09:20:00+08:00,22.90575083,22.965,23.1
