Time,PAH-VFD_SPD,PAH-OA_FLOW,PAH-ST1,PAH-FAN_RUN_CMD,PAH-SA_T,PAH-DMP_POS
2021-02-10 17:00:00+08:00,29.9,2008.756416,1,1,21.89184833,50.9
2021-02-10 17:10:00+08:00,29.9,2008.756416,1,1,21.96887333,50.9
2021-02-10 17:20:00+08:00,29.9,2008.756416,1,1,21.9309255,50.9
2021-02-10 17:30:00+08:00,29.9,2008.756416,1,1,22.006317,50.9
2021-02-10 17:40:00+08:00,29.9,2008.756416,1,1,21.9829495,50.9
2021-02-10 17:50:00+08:00,29.9,2008.756416,1,1,21.97368033,50.9
2021-02-10 18:00:00+08:00,29.9,2008.756416,1,1,21.9399655,50.9
2021-02-10 18:10:00+08:00,11.58002083,777.9746203,0.453925,1,8.597485833,50.9
2021-02-10 18:20:00+08:00,20.30862817,1364.384185,0.512393333,1,17.214574,50.9
2021-02-10 18:30:00+08:00,29.9,2008.756416,1,1,22.08542817,50.9
2021-02-10 18:40:00+08:00,29.9,2008.756416,1,1,21.85797933,50.9
2021-02-10 18:50:00+08:00,29.9,2008.756416,1,1,19.44727767,50.9
2021-02-10 19:00:00+08:00,29.9,2008.756416,1,1,21.43925,50.9
2021-02-10 19:10:00+08:00,29.9,2008.756416,1,1,21.202595,50.9
2021-02-10 19:20:00+08:00,20.57324317,1382.161679,1,1,20.9576065,50.9
2021-02-10 19:30:00+08:00,28.259387,1898.535952,1,1,20.9,50.9
2021-02-10 19:40:00+08:00,24.07552983,1617.454014,0.988526667,1,19.26642117,50.9
2021-02-10 19:50:00+08:00,24.76113683,1663.514799,0.894786667,1,17.22513867,50.9
2021-02-10 20:00:00+08:00,29.9,2008.756416,1,1,20.85559067,50.9
2021-02-10 20:10:00+08:00,29.9,2008.756416,1,1,21,50.9
2021-02-10 20:20:00+08:00,26.90830567,1807.766945,1,1,21,50.9
2021-02-10 20:30:00+08:00,29.9,2008.756416,1,1,21,50.9
2021-02-10 20:40:00+08:00,29.9,2008.756416,1,1,21,50.9
2021-02-10 20:50:00+08:00,29.9,2008.756416,1,1,21,50.9
2021-02-10 21:00:00+08:00,6.6537965,447.018609,0.155826667,0.005826667,21,50.9
2021-02-10 21:10:00+08:00,0,0,0,0,21,50.9
2021-02-10 21:20:00+08:00,0,0,0,0,20.9339525,50.9
2021-02-10 21:30:00+08:00,0,0,0,0,20.9,50.9
2021-02-10 21:40:00+08:00,0,0,0,0,20.9,50.9
2021-02-10 21:50:00+08:00,0,0,0,0,20.81897867,50.9
2021-02-10 22:00:00+08:00,0,0,0,0,20.8,50.9
2021-02-10 22:10:00+08:00,0,0,0,0,20.8,50.9
2021-02-10 22:20:00+08:00,0,0,0,0,20.8,50.9
2021-02-10 22:30:00+08:00,0,0,0,0,20.8,50.9
2021-02-10 22:40:00+08:00,0,0,0,0,20.8,50.9
2021-02-10 22:50:00+08:00,0,0,0,0,20.83763017,50.9
2021-02-10 23:00:00+08:00,0,0,0,0,20.99095833,50.9
2021-02-10 23:10:00+08:00,0,0,0,0,21,50.9
2021-02-10 23:20:00+08:00,0,0,0,0,21,50.9
2021-02-10 23:30:00+08:00,0,0,0,0,21,50.9
2021-02-10 23:40:00+08:00,0,0,0,0,20.96741717,50.9
2021-02-10 23:50:00+08:00,0,0,0,0,20.9,50.9
2021-02-11 00:00:00+08:00,0,0,0,0,20.84409233,50.9
2021-02-11 00:10:00+08:00,0,0,0,0,20.8,50.9
2021-02-11 00:20:00+08:00,0,0,0,0,20.624919,50.9
2021-02-11 00:30:00+08:00,0,0,0,0,20.6,50.9
2021-02-11 00:40:00+08:00,0,0,0,0,20.56915317,50.9
2021-02-11 00:50:00+08:00,0,0,0,0,20.5,50.9
2021-02-11 01:00:00+08:00,0,0,0,0,20.5,50.9
2021-02-11 01:10:00+08:00,0,0,0,0,20.5,50.9
2021-02-11 01:20:00+08:00,0,0,0,0,20.5,50.9
2021-02-11 01:30:00+08:00,0,0,0,0,20.5,50.9
2021-02-11 01:40:00+08:00,0,0,0,0,20.5,50.9
2021-02-11 01:50:00+08:00,0,0,0,0,20.5,50.9
2021-02-11 02:00:00+08:00,0,0,0,0,20.5,50.9
2021-02-11 02:10:00+08:00,0,0,0,0,20.5,50.9
2021-02-11 02:20:00+08:00,0,0,0,0,20.5,50.9
2021-02-11 02:30:00+08:00,0,0,0,0,20.5,50.9
2021-02-11 02:40:00+08:00,0,0,0,0,20.487606,50.9
2021-02-11 02:50:00+08:00,0,0,0,0,20.4,50.9
2021-02-11 03:00:00+08:00,0,0,0,0,20.33096117,50.9
2021-02-11 03:10:00+08:00,0,0,0,0,20.29599267,50.9
2021-02-11 03:20:00+08:00,0,0,0,0,20.2,50.9
2021-02-11 03:30:00+08:00,0,0,0,0,20.14933933,50.9
2021-02-11 03:40:00+08:00,0,0,0,0,20.1,50.9
2021-02-11 03:50:00+08:00,0,0,0,0,20.07101767,50.9
2021-02-11 04:00:00+08:00,0,0,0,0,20,50.9
2021-02-11 04:10:00+08:00,0,0,0,0,20,50.9
2021-02-11 04:20:00+08:00,0,0,0,0,19.9660445,50.9
2021-02-11 04:30:00+08:00,0,0,0,0,19.9,50.9
2021-02-11 04:40:00+08:00,0,0,0,0,19.9,50.9
2021-02-11 04:50:00+08:00,0,0,0,0,19.87107967,50.9
2021-02-11 05:00:00+08:00,0,0,0,0,19.8,50.9
2021-02-11 05:10:00+08:00,0,0,0,0,19.8,50.9
2021-02-11 05:20:00+08:00,0,0,0,0,19.74110533,50.9
2021-02-11 05:30:00+08:00,0,0,0,0,19.7,50.9
2021-02-11 05:40:00+08:00,0,0,0,0,19.7,50.9
2021-02-11 05:50:00+08:00,0,0,0,0,19.71720467,50.9
2021-02-11 06:00:00+08:00,0,0,0,0,19.8,50.9
2021-02-11 06:10:00+08:00,0,0,0,0,16.46867867,50.9
2021-02-11 06:20:00+08:00,0,0,0,0,16.03281667,50.9
2021-02-11 06:30:00+08:00,0,0,0,0,20,50.9
2021-02-11 06:40:00+08:00,0,0,0,0,20.0104785,50.9
2021-02-11 06:50:00+08:00,0,0,0,0,20.1,50.9
2021-02-11 07:00:00+08:00,24.1418,1621.906209,0.87145,0.988113333,19.80049617,50.9
2021-02-11 07:10:00+08:00,30,2015.474665,1,1,19.4128675,50.9
2021-02-11 07:20:00+08:00,30,2015.474665,1,1,19.25912233,50.9
2021-02-11 07:30:00+08:00,30,2015.474665,1,1,19.30752967,50.9
2021-02-11 07:40:00+08:00,30,2015.474665,1,1,19.4,50.9
2021-02-11 07:50:00+08:00,29.9462645,2011.86458,1,1,19.4,50.9
2021-02-11 08:00:00+08:00,29.9,2008.756416,1,1,19.460399,50.9
2021-02-11 08:10:00+08:00,29.9,2008.756416,1,1,19.5,50.9
2021-02-11 08:20:00+08:00,29.9,2008.756416,1,1,19.45295967,50.9
2021-02-11 08:30:00+08:00,29.9,2008.756416,1,1,19.36593767,50.9
2021-02-11 08:40:00+08:00,29.9,2008.756416,1,1,5.757984,50.9
2021-02-11 08:50:00+08:00,29.9,2008.756416,1,1,19.2,50.9
2021-02-11 09:00:00+08:00,29.9,2008.756416,1,1,19.2,50.9
2021-02-11 09:10:00+08:00,18.83719933,1265.529934,0.68001,1,12.16611933,50.9
2021-02-11 09:20:00+08:00,16.5426235,1111.374619,0.502655,1,10.6780145,50.9
2021-02-11 09:30:00+08:00,29.9,2008.756416,1,1,19.3,50.9
2021-02-11 09:40:00+08:00,29.9,2008.756416,1,1,19.31727133,50.9
2021-02-11 09:50:00+08:00,29.9,2008.756416,1,1,19.5,50.9
2021-02-11 10:00:00+08:00,29.9,2008.756416,1,1,19.5,50.9
2021-02-11 10:10:00+08:00,29.9,2008.756416,1,1,19.55861183,50.9
2021-02-11 10:20:00+08:00,29.9,2008.756416,1,1,19.67887183,50.9
2021-02-11 10:30:00+08:00,29.9,2008.756416,1,1,19.88050783,50.9
2021-02-11 10:40:00+08:00,29.9,2008.756416,1,1,20.14240017,50.9
2021-02-11 10:50:00+08:00,29.9,2008.756416,1,1,20.42714433,50.9
2021-02-11 11:00:00+08:00,19.93338317,1339.174292,0.666841667,1,13.67716117,50.9
2021-02-11 11:10:00+08:00,29.9,2008.756416,1,1,20.80379117,50.9
2021-02-11 11:20:00+08:00,29.9,2008.756416,1,1,20.97522467,50.9
2021-02-11 11:30:00+08:00,29.9,2008.756416,1,1,21,50.9
2021-02-11 11:40:00+08:00,29.9,2008.756416,1,1,21,50.9
2021-02-11 11:50:00+08:00,29.9,2008.756416,1,1,21,50.9
2021-02-11 12:00:00+08:00,29.9,2008.756416,1,1,21,50.9
2021-02-11 12:10:00+08:00,29.9,2008.756416,1,1,21.0801695,50.9
2021-02-11 12:20:00+08:00,29.9,2008.756416,1,1,21.1,50.9
2021-02-11 12:30:00+08:00,29.9,2008.756416,1,1,21.178484,50.9
2021-02-11 12:40:00+08:00,29.9,2008.756416,1,1,21.2,50.9
2021-02-11 12:50:00+08:00,29.9,2008.756416,1,1,21.23179383,50.9
2021-02-11 13:00:00+08:00,29.9,2008.756416,1,1,21.36012233,50.9
2021-02-11 13:10:00+08:00,29.9,2008.756416,1,1,21.44177717,50.9
2021-02-11 13:20:00+08:00,29.9,2008.756416,1,1,21.53509217,50.9
2021-02-11 13:30:00+08:00,29.9,2008.756416,1,1,21.6534165,50.9
2021-02-11 13:40:00+08:00,12.933843,868.9277629,0.48266,1,11.91648267,50.9
2021-02-11 13:50:00+08:00,15.96640067,1072.662534,0.583983333,1,11.58765533,50.9
2021-02-11 14:00:00+08:00,29.9,2008.756416,1,1,21.7,50.9
2021-02-11 14:10:00+08:00,29.9,2008.756416,1,1,21.7,50.9
2021-02-11 14:20:00+08:00,29.9,2008.756416,1,1,21.74835833,50.9
2021-02-11 14:30:00+08:00,29.9,2008.756416,1,1,21.8,50.9
2021-02-11 14:40:00+08:00,29.9,2008.756416,1,1,21.8,50.9
2021-02-11 14:50:00+08:00,22.923732,1540.073369,0.283455,1,16.713624,50.9
2021-02-11 15:00:00+08:00,29.9,2008.756416,0,1,21.74672383,50.9
2021-02-11 15:10:00+08:00,29.9,2008.756416,0,1,21.580035,50.9
2021-02-11 15:20:00+08:00,29.9,2008.756416,0.416273333,1,21.5,50.9
2021-02-11 15:30:00+08:00,29.9,2008.756416,1,1,21.43845933,50.9
2021-02-11 15:40:00+08:00,29.9,2008.756416,1,1,21.1785805,50.9
2021-02-11 15:50:00+08:00,29.9,2008.756416,1,1,20.89018583,50.9
2021-02-11 16:00:00+08:00,29.9,2008.756416,1,1,20.75029183,50.9
2021-02-11 16:10:00+08:00,29.9,2008.756416,1,1,20.44677617,50.9
2021-02-11 16:20:00+08:00,29.9,2008.756416,1,1,20.31844,50.9
2021-02-11 16:30:00+08:00,29.9,2008.756416,1,1,20.14523283,50.9
2021-02-11 16:40:00+08:00,29.9,2008.756416,1,1,19.99025533,50.9
2021-02-11 16:50:00+08:00,29.9,2008.756416,1,1,19.78200533,50.9
2021-02-11 17:00:00+08:00,29.9,2008.756416,1,1,19.7,50.9
2021-02-11 17:10:00+08:00,19.43490033,1305.684975,0.633285,1,12.7651055,50.9
2021-02-11 17:20:00+08:00,29.9,2008.756416,1,1,19.6,50.9
2021-02-11 17:30:00+08:00,29.9,2008.756416,1,1,19.6,50.9
2021-02-11 17:40:00+08:00,26.410969,1774.35463,1,1,19.6,50.9
2021-02-11 17:50:00+08:00,29.9,2008.756416,1,1,19.6,50.9
2021-02-11 18:00:00+08:00,29.9,2008.756416,1,1,19.61976417,50.9
2021-02-11 18:10:00+08:00,29.9,2008.756416,0.93576,1,19.4197675,50.9
2021-02-11 18:20:00+08:00,14.52551967,975.8605628,0.700088333,1,13.79062383,50.9
2021-02-11 18:30:00+08:00,10.4651495,703.0747894,0,1,0,50.9
2021-02-11 18:40:00+08:00,26.831363,1802.597745,0.964095,1,17.588452,50.9
2021-02-11 18:50:00+08:00,29.9,2008.756416,1,1,19.58861533,50.9
2021-02-11 19:00:00+08:00,29.9,2008.756416,1,1,19.435282,50.9
2021-02-11 19:10:00+08:00,29.9,2008.756416,1,1,19.2805875,50.9
2021-02-11 19:20:00+08:00,29.9,2008.756416,1,1,19.28270967,50.9
2021-02-11 19:30:00+08:00,29.9,2008.756416,1,1,19.30728567,50.9
2021-02-11 19:40:00+08:00,29.9,2008.756416,1,1,19.1503145,50.9
2021-02-11 19:50:00+08:00,29.9,2008.756416,1,1,19.05366117,50.9
2021-02-11 20:00:00+08:00,29.9,2008.756416,0.749941667,1,14.56692,50.9
2021-02-11 20:10:00+08:00,29.9,2008.756416,1,1,19,50.9
2021-02-11 20:20:00+08:00,29.9,2008.756416,1,1,18.869042,50.9
2021-02-11 20:30:00+08:00,29.9,2008.756416,1,1,18.7587085,50.9
2021-02-11 20:40:00+08:00,29.9,2008.756416,1,1,18.60537767,50.9
2021-02-11 20:50:00+08:00,29.9,2008.756416,1,1,18.459115,50.9
2021-02-11 21:00:00+08:00,9.089201333,610.6351671,0.370658333,0.003976667,18.363327,50.9
2021-02-11 21:10:00+08:00,0,0,0,0,18.52751333,50.9
2021-02-11 21:20:00+08:00,0,0,0,0,18.6,50.9
2021-02-11 21:30:00+08:00,0,0,0,0,18.6,50.9
2021-02-11 21:40:00+08:00,0,0,0,0,18.691237,50.9
2021-02-11 21:50:00+08:00,0,0,0,0,18.7,50.9
2021-02-11 22:00:00+08:00,0,0,0,0,18.7,50.9
2021-02-11 22:10:00+08:00,0,0,0,0,18.50090867,50.9
2021-02-11 22:20:00+08:00,0,0,0,0,18.4754735,50.9
2021-02-11 22:30:00+08:00,0,0,0,0,18.4,50.9
2021-02-11 22:40:00+08:00,0,0,0,0,18.303814,50.9
2021-02-11 22:50:00+08:00,0,0,0,0,18.26716683,50.9
2021-02-11 23:00:00+08:00,0,0,0,0,18.2,50.9
2021-02-11 23:10:00+08:00,0,0,0,0,18.1088585,50.9
2021-02-11 23:20:00+08:00,0,0,0,0,18.1,50.9
2021-02-11 23:30:00+08:00,0,0,0,0,18.1,50.9
2021-02-11 23:40:00+08:00,0,0,0,0,18.1,50.9
2021-02-11 23:50:00+08:00,0,0,0,0,18.1,50.9
2021-02-12 00:00:00+08:00,0,0,0,0,18.11609083,50.9
2021-02-12 00:10:00+08:00,0,0,0,0,18.3404375,50.9
2021-02-12 00:20:00+08:00,0,0,0,0,18.5154975,50.9
2021-02-12 00:30:00+08:00,0,0,0,0,18.65880133,50.9
2021-02-12 00:40:00+08:00,0,0,0,0,18.84104817,50.9
2021-02-12 00:50:00+08:00,0,0,0,0,18.91103733,50.9
2021-02-12 01:00:00+08:00,0,0,0,0,19,50.9
2021-02-12 01:10:00+08:00,0,0,0,0,19.09435867,50.9
2021-02-12 01:20:00+08:00,0,0,0,0,19.199328,50.9
2021-02-12 01:30:00+08:00,0,0,0,0,19.2,50.9
2021-02-12 01:40:00+08:00,0,0,0,0,19.2,50.9
2021-02-12 01:50:00+08:00,0,0,0,0,19.2,50.9
2021-02-12 02:00:00+08:00,0,0,0,0,19.194038,50.9
2021-02-12 02:10:00+08:00,0,0,0,0,19.1,50.9
2021-02-12 02:20:00+08:00,0,0,0,0,19.22289133,50.9
2021-02-12 02:30:00+08:00,0,0,0,0,19.4,50.9
2021-02-12 02:40:00+08:00,0,0,0,0,19.41927367,50.9
2021-02-12 02:50:00+08:00,0,0,0,0,19.5,50.9
2021-02-12 03:00:00+08:00,0,0,0,0,19.5,50.9
2021-02-12 03:10:00+08:00,0,0,0,0,19.31965567,50.9
2021-02-12 03:20:00+08:00,0,0,0,0,19.03575217,50.9
2021-02-12 03:30:00+08:00,0,0,0,0,18.9657745,50.9
2021-02-12 03:40:00+08:00,0,0,0,0,18.98921933,50.9
2021-02-12 03:50:00+08:00,0,0,0,0,18.96499817,50.9
2021-02-12 04:00:00+08:00,0,0,0,0,18.92246283,50.9
2021-02-12 04:10:00+08:00,0,0,0,0,18.9,50.9
2021-02-12 04:20:00+08:00,0,0,0,0,18.96417117,50.9
2021-02-12 04:30:00+08:00,0,0,0,0,19.06915183,50.9
2021-02-12 04:40:00+08:00,0,0,0,0,19.217421,50.9
2021-02-12 04:50:00+08:00,0,0,0,0,19.40746783,50.9
2021-02-12 05:00:00+08:00,0,0,0,0,19.5,50.9
2021-02-12 05:10:00+08:00,0,0,0,0,19.5924595,50.9
2021-02-12 05:20:00+08:00,0,0,0,0,19.637433,50.9
2021-02-12 05:30:00+08:00,0,0,0,0,19.7,50.9
2021-02-12 05:40:00+08:00,0,0,0,0,19.7,50.9
2021-02-12 05:50:00+08:00,0,0,0,0,19.7,50.9
2021-02-12 06:00:00+08:00,0,0,0,0,19.7707345,50.9
2021-02-12 06:10:00+08:00,0,0,0,0,19.8,50.9
2021-02-12 06:20:00+08:00,0,0,0,0,19.8,50.9
2021-02-12 06:30:00+08:00,0,0,0,0,19.85065717,50.9
2021-02-12 06:40:00+08:00,0,0,0,0,19.9,50.9
2021-02-12 06:50:00+08:00,0,0,0,0,19.9,50.9
2021-02-12 07:00:00+08:00,25.44029583,1709.142391,0.35002,0.989708333,8.36936,50.9
2021-02-12 07:10:00+08:00,22.99345,1544.757198,0.92292,1,18.91516867,50.9
2021-02-12 07:20:00+08:00,30,2015.474665,1,1,19.2,50.9
2021-02-12 07:30:00+08:00,30,2015.474665,1,1,19.4150145,50.9
2021-02-12 07:40:00+08:00,30,2015.474665,1,1,19.517248,50.9
2021-02-12 07:50:00+08:00,25.91827767,1741.2544,1,1,19.65890933,50.9
2021-02-12 08:00:00+08:00,29.9,2008.756416,1,1,19.75219167,50.9
2021-02-12 08:10:00+08:00,29.9,2008.756416,1,1,19.8,50.9
2021-02-12 08:20:00+08:00,29.9,2008.756416,1,1,19.8,50.9
2021-02-12 08:30:00+08:00,12.45629017,836.844575,0.299915,1,8.214811833,50.9
2021-02-12 08:40:00+08:00,29.9,2008.756416,1,1,19.7876495,50.9
2021-02-12 08:50:00+08:00,29.9,2008.756416,1,1,19.99048883,50.9
2021-02-12 09:00:00+08:00,29.9,2008.756416,1,1,20.134754,50.9
2021-02-12 09:10:00+08:00,29.9,2008.756416,1,1,20.3087975,50.9
2021-02-12 09:20:00+08:00,29.9,2008.756416,1,1,20.50090833,50.9
2021-02-12 09:30:00+08:00,29.9,2008.756416,1,1,20.7413245,50.9
2021-02-12 09:40:00+08:00,29.9,2008.756416,1,1,21.06296267,50.9
2021-02-12 09:50:00+08:00,29.9,2008.756416,1,1,21.24541467,50.9
2021-02-12 10:00:00+08:00,29.9,2008.756416,1,1,21.36207617,50.9
2021-02-12 10:10:00+08:00,29.9,2008.756416,1,1,21.41039567,50.9
2021-02-12 10:20:00+08:00,29.9,2008.756416,1,1,21.52705217,50.9
2021-02-12 10:30:00+08:00,5.8662305,394.107965,0.516461667,1,11.29865167,50.9
2021-02-12 10:40:00+08:00,29.51209733,1982.696149,1,1,22.01701983,50.9
2021-02-12 10:50:00+08:00,29.9,2008.756416,1,1,22.1,50.9
2021-02-12 11:00:00+08:00,29.9,2008.756416,1,1,22.12532317,50.9
2021-02-12 11:10:00+08:00,29.9,2008.756416,1,1,22.2,50.9
2021-02-12 11:20:00+08:00,29.9,2008.756416,0.64689,1,15.86355133,50.9
2021-02-12 11:30:00+08:00,8.967309,602.4461367,0,1,4.9419,50.9
2021-02-12 11:40:00+08:00,29.9,2008.756416,0,1,22.5,50.9
2021-02-12 11:50:00+08:00,29.9,2008.756416,0.869531667,1,19.62635633,50.9
2021-02-12 12:00:00+08:00,17.860466,1199.910558,0.866705,1,19.75254233,50.9
2021-02-12 12:10:00+08:00,0,0,1,1,22.64307633,50.9
2021-02-12 12:20:00+08:00,0,0,1,1,22.26867317,50.9
2021-02-12 12:30:00+08:00,7.547308167,507.0469466,1,1,22,50.9
2021-02-12 12:40:00+08:00,29.9,2008.756416,1,1,21.9097585,50.9
2021-02-12 12:50:00+08:00,29.9,2008.756416,1,1,21.9854585,50.9
2021-02-12 13:00:00+08:00,27.84133517,1870.450189,1,1,22.07623017,50.9
2021-02-12 13:10:00+08:00,28.469883,1912.677597,1,1,21.80145083,50.9
2021-02-12 13:20:00+08:00,29.9,2008.756416,1,1,21.9639325,50.9
2021-02-12 13:30:00+08:00,29.9,2008.756416,1,1,22.0247985,50.9
2021-02-12 13:40:00+08:00,29.9,2008.756416,1,1,22.04370867,50.9
2021-02-12 13:50:00+08:00,22.87060967,1536.504478,1,1,21.862777,50.9
2021-02-12 14:00:00+08:00,29.45085217,1978.581547,1,1,22.068511,50.9
2021-02-12 14:10:00+08:00,29.9,2008.756416,1,1,21.93142083,50.9
2021-02-12 14:20:00+08:00,29.9,2008.756416,1,1,21.90865217,50.9
2021-02-12 14:30:00+08:00,29.9,2008.756416,1,1,21.99640367,50.9
2021-02-12 14:40:00+08:00,29.9,2008.756416,1,1,21.86193083,50.9
2021-02-12 14:50:00+08:00,29.9,2008.756416,0.666646667,1,20.47286217,50.9
2021-02-12 15:00:00+08:00,29.9,2008.756416,1,1,21.26041967,50.9
2021-02-12 15:10:00+08:00,29.9,2008.756416,1,1,21.93819667,50.9
2021-02-12 15:20:00+08:00,29.9,2008.756416,0.866615,1,22.14337083,50.9
2021-02-12 15:30:00+08:00,29.9,2008.756416,1,1,21.8783565,50.9
2021-02-12 15:40:00+08:00,29.9,2008.756416,1,1,22.09488667,50.9
2021-02-12 15:50:00+08:00,29.9,2008.756416,1,1,21.80005983,50.9
2021-02-12 16:00:00+08:00,29.9,2008.756416,0.949878333,1,21.99168017,50.9
2021-02-12 16:10:00+08:00,29.9,2008.756416,0.93343,1,22,50.9
2021-02-12 16:20:00+08:00,23.42460683,1573.723387,0.616751667,1,17.23549667,50.9
2021-02-12 16:30:00+08:00,3.9657865,266.4314072,0.08314,1,2.891443,50.9
2021-02-12 16:40:00+08:00,29.9,2008.756416,1,1,21.8,50.9
2021-02-12 16:50:00+08:00,29.9,2008.756416,1,1,21.71836733,50.9
2021-02-12 17:00:00+08:00,29.9,2008.756416,1,1,21.6717355,50.9
2021-02-12 17:10:00+08:00,19.92605767,1338.682147,0.766735,1,14.394744,50.9
2021-02-12 17:20:00+08:00,29.9,2008.756416,1,1,21.5467505,50.9
2021-02-12 17:30:00+08:00,29.9,2008.756416,1,1,21.430091,50.9
2021-02-12 17:40:00+08:00,29.9,2008.756416,1,1,21.360162,50.9
2021-02-12 17:50:00+08:00,29.9,2008.756416,1,1,21.3,50.9
2021-02-12 18:00:00+08:00,21.96807817,1475.870166,0.801433333,1,18.136027,50.9
2021-02-12 18:10:00+08:00,27.36457967,1838.420568,0.865145,1,19.40231067,50.9
2021-02-12 18:20:00+08:00,29.9,2008.756416,1,1,21.2,50.9
2021-02-12 18:30:00+08:00,29.9,2008.756416,1,1,21.15683367,50.9
2021-02-12 18:40:00+08:00,29.9,2008.756416,1,1,21.001837,50.9
2021-02-12 18:50:00+08:00,25.91153933,1740.801702,0.866626667,1,20.97850667,50.9
2021-02-12 19:00:00+08:00,29.9,2008.756416,1,1,20.78394667,50.9
2021-02-12 19:10:00+08:00,29.9,2008.756416,1,1,20.518525,50.9
2021-02-12 19:20:00+08:00,28.46968367,1912.664205,1,1,19.56768717,50.9
2021-02-12 19:30:00+08:00,27.8430295,1870.564018,1,1,0,50.9
2021-02-12 19:40:00+08:00,29.9,2008.756416,1,1,17.9913965,50.9
2021-02-12 19:50:00+08:00,29.9,2008.756416,1,1,20.18216433,50.9
2021-02-12 20:00:00+08:00,29.9,2008.756416,1,1,20.01192417,50.9
2021-02-12 20:10:00+08:00,29.9,2008.756416,1,1,19.9536015,50.9
2021-02-12 20:20:00+08:00,29.9,2008.756416,1,1,19.85666,50.9
2021-02-12 20:30:00+08:00,29.9,2008.756416,1,1,19.9,50.9
2021-02-12 20:40:00+08:00,23.42196567,1573.545947,0.750001667,1,15.52048983,50.9
2021-02-12 20:50:00+08:00,29.9,2008.756416,1,1,19.8,50.9
2021-02-12 21:00:00+08:00,3.093653333,207.8393305,0.053481667,0.003466667,19.8,50.9
2021-02-12 21:10:00+08:00,0,0,0,0,19.80130467,50.9
2021-02-12 21:20:00+08:00,0,0,0,0,19.9,50.9
2021-02-12 21:30:00+08:00,0,0,0,0,19.9,50.9
2021-02-12 21:40:00+08:00,0,0,0,0,19.9,50.9
2021-02-12 21:50:00+08:00,0,0,0,0,19.91292167,50.9
2021-02-12 22:00:00+08:00,0,0,0,0,20,50.9
2021-02-12 22:10:00+08:00,0,0,0,0,20,50.9
2021-02-12 22:20:00+08:00,0,0,0,0,20,50.9
2021-02-12 22:30:00+08:00,0,0,0,0,20,50.9
2021-02-12 22:40:00+08:00,0,0,0,0,20,50.9
2021-02-12 22:50:00+08:00,0,0,0,0,20.04950517,50.9
2021-02-12 23:00:00+08:00,0,0,0,0,11.4902655,50.9
2021-02-12 23:10:00+08:00,0,0,0,0,0,50.9
2021-02-12 23:20:00+08:00,0,0,0,0,0,50.9
2021-02-12 23:30:00+08:00,0,0,0,0,0.228529333,50.9
2021-02-12 23:40:00+08:00,0,0,0,0,20.2,50.9
2021-02-12 23:50:00+08:00,0,0,0,0,18.17865333,50.9
2021-02-13 00:00:00+08:00,0,0,0,0,20.2,50.9
2021-02-13 00:10:00+08:00,0,0,0,0,20.2,50.9
2021-02-13 00:20:00+08:00,0,0,0,0,20.2,50.9
2021-02-13 00:30:00+08:00,0,0,0,0,20.2,50.9
2021-02-13 00:40:00+08:00,0,0,0,0,20.26271217,50.9
2021-02-13 00:50:00+08:00,0,0,0,0,20.3,50.9
2021-02-13 01:00:00+08:00,0,0,0,0,20.3,50.9
2021-02-13 01:10:00+08:00,0,0,0,0,20.3,50.9
2021-02-13 01:20:00+08:00,0,0,0,0,20.3,50.9
2021-02-13 01:30:00+08:00,0,0,0,0,20.3,50.9
2021-02-13 01:40:00+08:00,0,0,0,0,20.3,50.9
2021-02-13 01:50:00+08:00,0,0,0,0,20.34764633,50.9
2021-02-13 02:00:00+08:00,0,0,0,0,20.4,50.9
2021-02-13 02:10:00+08:00,0,0,0,0,20.4,50.9
2021-02-13 02:20:00+08:00,0,0,0,0,20.4,50.9
2021-02-13 02:30:00+08:00,0,0,0,0,20.4,50.9
2021-02-13 02:40:00+08:00,0,0,0,0,20.4,50.9
2021-02-13 02:50:00+08:00,0,0,0,0,20.4,50.9
2021-02-13 03:00:00+08:00,0,0,0,0,20.4,50.9
2021-02-13 03:10:00+08:00,0,0,0,0,20.4,50.9
2021-02-13 03:20:00+08:00,0,0,0,0,20.4,50.9
2021-02-13 03:30:00+08:00,0,0,0,0,20.4,50.9
2021-02-13 03:40:00+08:00,0,0,0,0,20.4,50.9
2021-02-13 03:50:00+08:00,0,0,0,0,20.4,50.9
2021-02-13 04:00:00+08:00,0,0,0,0,20.4,50.9
2021-02-13 04:10:00+08:00,0,0,0,0,20.4,50.9
2021-02-13 04:20:00+08:00,0,0,0,0,20.4,50.9
2021-02-13 04:30:00+08:00,0,0,0,0,20.4,50.9
2021-02-13 04:40:00+08:00,0,0,0,0,20.4,50.9
2021-02-13 04:50:00+08:00,0,0,0,0,20.31255783,50.9
2021-02-13 05:00:00+08:00,0,0,0,0,20.3,50.9
2021-02-13 05:10:00+08:00,0,0,0,0,20.3,50.9
2021-02-13 05:20:00+08:00,0,0,0,0,20.3,50.9
2021-02-13 05:30:00+08:00,0,0,0,0,20.3,50.9
2021-02-13 05:40:00+08:00,0,0,0,0,20.3,50.9
2021-02-13 05:50:00+08:00,0,0,0,0,20.3,50.9
2021-02-13 06:00:00+08:00,0,0,0,0,20.3,50.9
2021-02-13 06:10:00+08:00,0,0,0,0,20.3,50.9
2021-02-13 06:20:00+08:00,0,0,0,0,20.34571617,50.9
2021-02-13 06:30:00+08:00,0,0,0,0,20.4,50.9
